# [1] = year, [2] = month, [3] = day, [4] = lunar phase,
# [5] = label (1 = full, 2 = new), 
# [6] = day of week (1 = monday, 7 = sunday) 
# 
# calculated in PST using the pyephem package.
# 
2062	1	1	0.673067	0	7
2062	1	2	0.706618	0	1
2062	1	3	0.740168	0	2
2062	1	4	0.773719	0	3
2062	1	5	0.807270	0	4
2062	1	6	0.840821	0	5
2062	1	7	0.874372	0	6
2062	1	8	0.907923	0	7
2062	1	9	0.941474	0	1
2062	1	10	0.975025	2	2
2062	1	11	0.008588	0	3
2062	1	12	0.042187	0	4
2062	1	13	0.075786	0	5
2062	1	14	0.109386	0	6
2062	1	15	0.142985	0	7
2062	1	16	0.176584	0	1
2062	1	17	0.210183	0	2
2062	1	18	0.243782	0	3
2062	1	19	0.277381	0	4
2062	1	20	0.310981	0	5
2062	1	21	0.344580	0	6
2062	1	22	0.378179	0	7
2062	1	23	0.411778	0	1
2062	1	24	0.445377	1	2
2062	1	25	0.478977	0	3
2062	1	26	0.512576	0	4
2062	1	27	0.546175	0	5
2062	1	28	0.579774	0	6
2062	1	29	0.613373	0	7
2062	1	30	0.646973	0	1
2062	1	31	0.680572	0	2
2062	2	1	0.714171	0	3
2062	2	2	0.747770	0	4
2062	2	3	0.781369	0	5
2062	2	4	0.814969	0	6
2062	2	5	0.848568	0	7
2062	2	6	0.882167	0	1
2062	2	7	0.915766	0	2
2062	2	8	0.949365	0	3
2062	2	9	0.982965	2	4
2062	2	10	0.016616	0	5
2062	2	11	0.050322	0	6
2062	2	12	0.084028	0	7
2062	2	13	0.117734	0	1
2062	2	14	0.151440	0	2
2062	2	15	0.185146	0	3
2062	2	16	0.218852	0	4
2062	2	17	0.252557	0	5
2062	2	18	0.286263	0	6
2062	2	19	0.319969	0	7
2062	2	20	0.353675	0	1
2062	2	21	0.387381	0	2
2062	2	22	0.421087	0	3
2062	2	23	0.454793	1	4
2062	2	24	0.488498	0	5
2062	2	25	0.522204	0	6
2062	2	26	0.555910	0	7
2062	2	27	0.589616	0	1
2062	2	28	0.623322	0	2
2062	3	1	0.657028	0	3
2062	3	2	0.690734	0	4
2062	3	3	0.724439	0	5
2062	3	4	0.758145	0	6
2062	3	5	0.791851	0	7
2062	3	6	0.825557	0	1
2062	3	7	0.859263	0	2
2062	3	8	0.892969	0	3
2062	3	9	0.926675	0	4
2062	3	10	0.960380	2	5
2062	3	11	0.994086	0	6
2062	3	12	0.027909	0	7
2062	3	13	0.061756	0	1
2062	3	14	0.095604	0	2
2062	3	15	0.129451	0	3
2062	3	16	0.163298	0	4
2062	3	17	0.197146	0	5
2062	3	18	0.230993	0	6
2062	3	19	0.264841	0	7
2062	3	20	0.298688	0	1
2062	3	21	0.332535	0	2
2062	3	22	0.366383	0	3
2062	3	23	0.400230	0	4
2062	3	24	0.434078	1	5
2062	3	25	0.467925	0	6
2062	3	26	0.501772	0	7
2062	3	27	0.535620	0	1
2062	3	28	0.569467	0	2
2062	3	29	0.603315	0	3
2062	3	30	0.637162	0	4
2062	3	31	0.671009	0	5
2062	4	1	0.704857	0	6
2062	4	2	0.738704	0	7
2062	4	3	0.772552	0	1
2062	4	4	0.806399	0	2
2062	4	5	0.840246	0	3
2062	4	6	0.874094	0	4
2062	4	7	0.907941	0	5
2062	4	8	0.941789	0	6
2062	4	9	0.975636	2	7
2062	4	10	0.009523	0	1
2062	4	11	0.043513	0	2
2062	4	12	0.077503	0	3
2062	4	13	0.111493	0	4
2062	4	14	0.145483	0	5
2062	4	15	0.179472	0	6
2062	4	16	0.213462	0	7
2062	4	17	0.247452	0	1
2062	4	18	0.281442	0	2
2062	4	19	0.315432	0	3
2062	4	20	0.349421	0	4
2062	4	21	0.383411	0	5
2062	4	22	0.417401	0	6
2062	4	23	0.451391	1	7
2062	4	24	0.485381	0	1
2062	4	25	0.519370	0	2
2062	4	26	0.553360	0	3
2062	4	27	0.587350	0	4
2062	4	28	0.621340	0	5
2062	4	29	0.655330	0	6
2062	4	30	0.689320	0	7
2062	5	1	0.723309	0	1
2062	5	2	0.757299	0	2
2062	5	3	0.791289	0	3
2062	5	4	0.825279	0	4
2062	5	5	0.859269	0	5
2062	5	6	0.893258	0	6
2062	5	7	0.927248	0	7
2062	5	8	0.961238	2	1
2062	5	9	0.995228	0	2
2062	5	10	0.029312	0	3
2062	5	11	0.063411	0	4
2062	5	12	0.097511	0	5
2062	5	13	0.131610	0	6
2062	5	14	0.165710	0	7
2062	5	15	0.199809	0	1
2062	5	16	0.233909	0	2
2062	5	17	0.268008	0	3
2062	5	18	0.302108	0	4
2062	5	19	0.336207	0	5
2062	5	20	0.370307	0	6
2062	5	21	0.404406	0	7
2062	5	22	0.438506	0	1
2062	5	23	0.472605	1	2
2062	5	24	0.506705	0	3
2062	5	25	0.540805	0	4
2062	5	26	0.574904	0	5
2062	5	27	0.609004	0	6
2062	5	28	0.643103	0	7
2062	5	29	0.677203	0	1
2062	5	30	0.711302	0	2
2062	5	31	0.745402	0	3
2062	6	1	0.779501	0	4
2062	6	2	0.813601	0	5
2062	6	3	0.847700	0	6
2062	6	4	0.881800	0	7
2062	6	5	0.915899	0	1
2062	6	6	0.949999	0	2
2062	6	7	0.984098	2	3
2062	6	8	0.018227	0	4
2062	6	9	0.052382	0	5
2062	6	10	0.086537	0	6
2062	6	11	0.120692	0	7
